track_id,track_name_clean,artists_name_clean,artist_count,streams_clean,release_date,in_spotify_charts,in_apple_charts,in_deezer_charts,charts_total,in_spotify_playlists,in_apple_playlists,in_deezer_playlists,playlists_total,bpm,danceability__,acousticness__,energy__,instrumentalness__,speechiness__,liveness__,valence__,bpm_quartil,bpm_categorizada,danceability_quartil,danceability_categorizada,valence_quartil,valence_categorizada,energy_quartil,energy_categorizada,acousticness_quartil,acousticness_categorizada,instrumentalness_quartil,instrumentalness_categorizada,liveness_quartil,liveness_categorizada,speechiness_quartil,speechiness_categorizada,amount_of_tracks,total_streams
2362023,cruel summer,taylor swift,1,800840817,2019-08-23,100,207,12,319,7858,116,125,8099,170,55,11,72,0,15,11,58,4,Alto,1,Baixo,3,Baixo,3,Baixo,2,Baixo,4,Alto,2,Baixo,4,Alto,34,14053658300
8471839,would ve could ve should ve,taylor swift,1,177503916,2022-10-21,0,5,0,5,1715,4,8,1727,158,48,43,84,0,12,15,55,4,Alto,1,Baixo,3,Baixo,4,Alto,4,Alto,1,Baixo,3,Baixo,4,Alto,34,14053658300
5899602,question ,taylor swift,1,223064273,2022-10-21,0,3,0,3,1608,10,12,1630,109,75,20,50,0,17,30,11,2,Baixo,3,Baixo,1,Baixo,1,Baixo,3,Baixo,3,Baixo,4,Alto,4,Alto,34,14053658300
6590514,mastermind,taylor swift,1,218320587,2022-10-21,0,5,0,5,1936,7,13,1956,126,66,55,35,0,14,9,12,3,Baixo,2,Baixo,1,Baixo,1,Baixo,4,Alto,2,Baixo,1,Baixo,4,Alto,34,14053658300
1936158,cuff it,beyonc ,1,595900742,2022-07-29,10,88,26,124,7842,215,330,8387,115,78,4,69,0,14,7,64,2,Baixo,3,Baixo,3,Baixo,3,Baixo,1,Baixo,4,Alto,1,Baixo,4,Alto,3,1122304190
4923571,surface pressure,jessica darrow,1,267758538,2021-11-19,0,48,0,48,1756,38,20,1814,180,65,2,58,0,31,4,37,4,Alto,2,Baixo,2,Baixo,2,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,1,267758538
5975489,zoom,jessi,1,136996305,2022-04-13,0,29,0,29,608,5,14,627,100,87,1,60,0,16,13,46,2,Baixo,4,Alto,2,Baixo,2,Baixo,1,Baixo,4,Alto,3,Baixo,4,Alto,1,136996305
3023667,sky,playboi carti,1,506778838,2020-12-25,3,3,0,6,3297,25,52,3374,140,79,26,91,0,21,13,56,3,Baixo,4,Alto,3,Baixo,4,Alto,3,Baixo,1,Baixo,3,Baixo,4,Alto,1,506778838
8333879,to the moon,jnr choi,1,245095641,2021-11-05,0,0,0,0,2979,44,159,3182,144,74,5,65,1,35,11,39,4,Alto,3,Baixo,2,Baixo,2,Baixo,1,Baixo,4,Alto,2,Baixo,4,Alto,1,245095641
5191929,in my head,lil tjay,1,190981339,2022-04-01,0,0,0,0,1185,21,31,1237,143,68,16,55,0,12,10,41,4,Alto,2,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,4,Alto,1,190981339
3555344,maniac,stray kids,1,212234990,2022-03-18,0,188,0,188,651,6,20,677,120,58,15,80,0,41,7,71,2,Baixo,2,Baixo,4,Alto,4,Alto,2,Baixo,2,Baixo,1,Baixo,4,Alto,2,277731036
1274739,s class,stray kids,1,65496046,2023-06-02,19,101,0,120,290,9,5,304,105,89,9,78,0,33,7,67,2,Baixo,4,Alto,3,Baixo,4,Alto,2,Baixo,3,Baixo,1,Baixo,4,Alto,2,277731036
7137376,players,coi leray,1,335074782,2022-11-30,6,48,0,54,4096,118,143,4357,105,95,3,52,0,16,5,62,2,Baixo,4,Alto,3,Baixo,1,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,1,335074782
3875589,vista al mar,quevedo,1,362361576,2022-09-08,34,19,3,56,1769,16,21,1806,105,76,80,56,12,13,10,49,2,Baixo,3,Baixo,2,Baixo,2,Baixo,4,Alto,4,Alto,2,Baixo,4,Alto,4,977071326
8471078,punto g,quevedo,1,381161027,2022-11-04,35,26,5,66,1985,34,37,2056,92,75,25,76,0,15,10,55,1,Baixo,3,Baixo,3,Baixo,3,Baixo,3,Baixo,3,Baixo,2,Baixo,4,Alto,4,977071326
7166872,hype boy,newjeans,1,363472647,2022-08-01,17,119,2,138,892,20,12,924,100,59,27,94,0,23,29,78,2,Baixo,2,Baixo,4,Alto,4,Alto,3,Baixo,1,Baixo,4,Alto,4,Alto,6,1544567007
5279142,ditto,newjeans,1,397582059,2022-12-19,22,125,1,148,1154,28,11,1193,134,81,3,64,0,11,10,18,3,Baixo,4,Alto,1,Baixo,2,Baixo,1,Baixo,2,Baixo,2,Baixo,4,Alto,6,1544567007
3076130,jordan,ryan castro,1,394030335,2021-04-30,2,2,1,5,2844,29,35,2908,180,80,6,68,0,37,10,71,4,Alto,4,Alto,4,Alto,3,Baixo,2,Baixo,3,Baixo,2,Baixo,4,Alto,2,626026463
2003358,mujeriego,ryan castro,1,231996128,2021-12-17,0,63,0,63,1492,44,91,1627,80,76,6,62,0,13,8,92,1,Baixo,3,Baixo,4,Alto,2,Baixo,2,Baixo,3,Baixo,1,Baixo,4,Alto,2,626026463
2797126,caile,luar la l,1,273914335,2020-12-18,2,12,0,14,1494,17,15,1526,122,70,30,76,0,45,9,46,3,Baixo,3,Baixo,2,Baixo,3,Baixo,3,Baixo,4,Alto,1,Baixo,4,Alto,1,273914335
1545230,puffin on zootiez,future,1,254218729,2022-04-29,0,42,0,42,2350,28,23,2401,125,88,6,66,0,31,13,28,3,Baixo,4,Alto,1,Baixo,3,Baixo,2,Baixo,4,Alto,3,Baixo,4,Alto,2,304965349
3434265,worst day,future,1,50746620,2022-02-11,0,3,0,3,910,20,24,954,89,65,11,60,0,40,10,60,1,Baixo,2,Baixo,3,Baixo,2,Baixo,2,Baixo,4,Alto,2,Baixo,4,Alto,2,304965349
6320673,reminder,the weeknd,1,684675814,2016-11-25,17,85,1,103,6518,45,238,6801,160,71,16,50,0,22,16,40,4,Alto,3,Baixo,2,Baixo,1,Baixo,2,Baixo,3,Baixo,3,Baixo,4,Alto,22,14185552870
1297061,every angel is terrifying,the weeknd,1,37307967,2022-01-07,0,1,0,1,715,0,2,717,118,44,11,94,0,29,4,52,2,Baixo,1,Baixo,3,Baixo,4,Alto,2,Baixo,1,Baixo,1,Baixo,4,Alto,22,14185552870
6386843,best friends,the weeknd,1,101114984,2022-01-07,0,18,0,18,1292,3,14,1309,87,49,44,59,0,21,35,49,1,Baixo,1,Baixo,2,Baixo,2,Baixo,4,Alto,1,Baixo,4,Alto,4,Alto,22,14185552870
5347552,rapstar,polo g,1,797402345,2021-04-09,0,12,0,12,4731,141,78,4950,81,79,41,54,0,24,13,44,1,Baixo,4,Alto,2,Baixo,2,Baixo,3,Baixo,2,Baixo,3,Baixo,4,Alto,1,797402345
3284752,billie eilish ,armani white,1,277132266,2022-01-20,0,1,11,12,2537,49,67,2653,100,90,11,50,0,26,9,75,2,Baixo,4,Alto,4,Alto,1,Baixo,2,Baixo,4,Alto,1,Baixo,4,Alto,1,277132266
6643902,super freaky girl,nicki minaj,1,428685680,2022-08-12,0,17,9,26,4827,104,76,5007,133,95,6,89,0,24,31,91,3,Baixo,4,Alto,4,Alto,4,Alto,2,Baixo,3,Baixo,4,Alto,4,Alto,2,510105069
2853933,red ruby da sleeze,nicki minaj,1,81419389,2023-03-03,0,11,0,11,1168,45,20,1233,98,70,12,73,0,26,11,29,1,Baixo,3,Baixo,1,Baixo,3,Baixo,2,Baixo,4,Alto,2,Baixo,4,Alto,2,510105069
1743307,cupido,tini,1,217672943,2023-02-14,24,29,4,57,1240,51,63,1354,120,91,52,58,0,22,31,63,2,Baixo,4,Alto,3,Baixo,2,Baixo,4,Alto,3,Baixo,4,Alto,4,Alto,1,217672943
8189388,no role modelz,j cole,1,1791000570,2014-12-09,36,65,0,101,21164,80,476,21720,100,70,30,52,0,33,6,47,2,Baixo,3,Baixo,2,Baixo,1,Baixo,3,Baixo,3,Baixo,1,Baixo,4,Alto,1,1791000570
