track_id,track_name_clean,artists_name_clean,artist_count,streams_clean,release_date,in_spotify_charts,in_apple_charts,in_deezer_charts,charts_total,in_spotify_playlists,in_apple_playlists,in_deezer_playlists,playlists_total,bpm,danceability__,acousticness__,energy__,instrumentalness__,speechiness__,liveness__,valence__,bpm_quartil,bpm_categorizada,danceability_quartil,danceability_categorizada,valence_quartil,valence_categorizada,energy_quartil,energy_categorizada,acousticness_quartil,acousticness_categorizada,instrumentalness_quartil,instrumentalness_categorizada,liveness_quartil,liveness_categorizada,speechiness_quartil,speechiness_categorizada,amount_of_tracks,total_streams
3122686,la corriente,tony dize bad bunny,2,479655659,2022-05-06,8,25,1,34,1796,8,18,1822,196,66,23,79,0,20,22,58,4,Alto,2,Baixo,3,Baixo,4,Alto,3,Baixo,1,Baixo,3,Baixo,4,Alto,0,0
2767209,la canci ,j balvin bad bunny,2,1435127549,2019-06-28,31,109,3,143,6398,177,305,6880,176,75,15,65,0,32,11,43,4,Alto,3,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,4,Alto,0,0
6364406,el rescate,grupo marca registrada junior h,2,287278853,2022-07-22,4,43,1,48,527,10,3,540,99,79,28,59,0,14,11,64,1,Baixo,4,Alto,3,Baixo,2,Baixo,3,Baixo,3,Baixo,2,Baixo,4,Alto,0,0
5442505,princess diana with nicki minaj ,nicki minaj ice spice,2,104992946,2023-04-14,4,0,0,4,1444,0,0,1444,148,90,14,68,0,19,10,74,4,Alto,4,Alto,4,Alto,3,Baixo,2,Baixo,1,Baixo,2,Baixo,4,Alto,0,0
8454029,am remix,j balvin nio garcia bad bunny,3,528544703,2021-06-24,0,5,1,6,6556,93,67,6716,172,74,11,66,0,16,8,79,4,Alto,3,Baixo,4,Alto,3,Baixo,2,Baixo,3,Baixo,1,Baixo,4,Alto,0,0
6195210,way 2 sexy with future young thug ,drake future young thug,3,489945871,2021-09-03,0,30,0,30,5481,144,86,5711,136,80,0,60,0,14,32,33,3,Baixo,4,Alto,2,Baixo,2,Baixo,1,Baixo,2,Baixo,4,Alto,4,Alto,0,0
3512881,superhero heroes villains with future chris brown ,future chris brown metro boomin,3,401036314,2022-12-02,16,69,0,85,2959,41,38,3038,117,72,14,59,0,21,20,45,2,Baixo,3,Baixo,2,Baixo,2,Baixo,2,Baixo,4,Alto,3,Baixo,4,Alto,0,0
4866757,all the way live spider man across the spider verse metro boomin future lil uzi vert ,future lil uzi vert metro boomin,3,37126685,2023-06-02,0,17,0,17,259,5,5,269,135,77,18,55,0,15,22,28,3,Baixo,3,Baixo,1,Baixo,2,Baixo,2,Baixo,2,Baixo,3,Baixo,4,Alto,0,0
1899106,hey mor,ozuna feid,2,674072710,2022-10-06,38,79,11,128,4637,63,89,4789,98,90,0,59,0,29,10,40,1,Baixo,4,Alto,2,Baixo,2,Baixo,1,Baixo,3,Baixo,2,Baixo,4,Alto,0,0
5420196,popular with playboi carti madonna the idol vol 1 music from the hbo original series ,the weeknd madonna playboi carti,3,115364561,2023-06-02,87,182,14,283,1945,74,87,2106,99,85,7,68,0,20,36,83,1,Baixo,4,Alto,4,Alto,3,Baixo,2,Baixo,2,Baixo,4,Alto,4,Alto,0,0
4169887,vai l em casa,mar lia mendon a george henrique ,2,263894529,2021-10-22,0,3,0,3,772,7,89,868,158,46,53,83,0,28,97,62,4,Alto,1,Baixo,3,Baixo,4,Alto,4,Alto,2,Baixo,4,Alto,4,Alto,0,0
7432867,i heard you re married feat lil wayne ,the weeknd lil wayne,2,91656026,2022-01-07,0,10,0,10,1178,9,9,1196,110,75,10,84,0,19,31,85,2,Baixo,3,Baixo,4,Alto,4,Alto,2,Baixo,3,Baixo,4,Alto,4,Alto,0,0
5031502,sprinter,dave central cee,2,183706234,2023-06-01,91,213,17,321,2186,67,88,2341,141,92,19,58,0,24,8,66,4,Alto,4,Alto,3,Baixo,2,Baixo,3,Baixo,3,Baixo,1,Baixo,4,Alto,0,0
1183111,ni a bo,sean paul feid,2,115010040,2023-04-21,34,26,5,65,1305,29,43,1377,91,82,10,62,0,15,10,47,1,Baixo,4,Alto,2,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,4,Alto,0,0
8024591,sem alian a no,mc xenon os gemeos da putaria,2,93587665,2022-12-23,4,1,0,5,454,6,21,481,83,53,73,36,0,33,11,40,1,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,4,Alto,2,Baixo,4,Alto,0,0
2761463,down under feat colin hay ,luude colin hay,2,252871192,2021-11-19,2,13,1,16,3541,57,50,3648,172,31,1,86,0,17,28,4,4,Alto,1,Baixo,1,Baixo,4,Alto,1,Baixo,3,Baixo,4,Alto,4,Alto,0,0
5694303,stan,eminem dido,2,918915401,1999-11-21,0,63,0,63,17115,83,4180,21378,80,78,4,74,0,21,45,53,1,Baixo,4,Alto,3,Baixo,3,Baixo,1,Baixo,2,Baixo,4,Alto,4,Alto,0,0
4823840,shorty party,cartel de santa la kelly,2,162887075,2023-03-04,12,14,2,28,432,8,12,452,96,93,33,47,0,36,10,47,1,Baixo,4,Alto,2,Baixo,1,Baixo,3,Baixo,2,Baixo,2,Baixo,4,Alto,0,0
4265182,residente bzrp music sessions vol 49,residente bizarrap,2,94616487,2022-03-03,0,11,0,11,461,7,13,481,71,59,56,74,0,40,11,70,1,Baixo,2,Baixo,4,Alto,3,Baixo,4,Alto,1,Baixo,2,Baixo,4,Alto,0,0
3827734,wait for u feat drake tems ,drake future tems,3,556585270,2022-04-27,14,84,0,98,5491,128,75,5694,83,46,31,64,0,34,7,34,1,Baixo,1,Baixo,2,Baixo,2,Baixo,3,Baixo,3,Baixo,1,Baixo,4,Alto,0,0
5111873,volv ,aventura bad bunny,2,673801126,2021-08-03,10,24,0,34,5375,138,133,5646,176,73,42,86,0,18,7,79,4,Alto,3,Baixo,4,Alto,4,Alto,3,Baixo,1,Baixo,1,Baixo,4,Alto,0,0
6177084,father time feat sampha ,kendrick lamar sampha,2,127309180,2022-05-13,0,0,0,0,3107,4,22,3133,153,55,19,78,0,35,11,50,4,Alto,1,Baixo,2,Baixo,4,Alto,3,Baixo,1,Baixo,2,Baixo,4,Alto,0,0
4165407,cart o b,mc caverinha kayblack,2,71573339,2023-05-11,4,2,1,7,269,7,30,306,108,84,26,47,0,64,20,55,2,Baixo,4,Alto,3,Baixo,1,Baixo,3,Baixo,2,Baixo,3,Baixo,4,Alto,0,0
1840761,yo voy feat daddy yankee ,zion lennox,1,527033089,2004-05-04,2,82,0,84,2954,18,0,2972,95,81,4,70,0,24,5,56,1,Baixo,4,Alto,3,Baixo,3,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,1,527033089
1266830,toxic,boywithuke,1,582981380,2021-09-10,0,23,0,23,1795,34,118,1947,180,59,84,61,0,36,46,69,4,Alto,2,Baixo,3,Baixo,2,Baixo,4,Alto,2,Baixo,4,Alto,4,Alto,1,582981380
4311407,snooze,sza,1,399686758,2022-12-09,25,156,1,182,2839,58,42,2939,143,56,14,55,0,13,11,39,4,Alto,1,Baixo,2,Baixo,2,Baixo,2,Baixo,4,Alto,2,Baixo,4,Alto,19,4557811204
7780139,sos,sza,1,73981293,2022-12-09,0,18,0,18,827,6,1,834,119,51,67,66,0,23,9,51,2,Baixo,1,Baixo,2,Baixo,2,Baixo,4,Alto,1,Baixo,1,Baixo,4,Alto,19,4557811204
7103818,smoking on my ex pack,sza,1,57144458,2022-12-09,0,11,0,11,811,6,3,820,81,47,24,68,0,38,22,33,1,Baixo,1,Baixo,2,Baixo,3,Baixo,3,Baixo,1,Baixo,3,Baixo,4,Alto,19,4557811204
2628329,notice me,sza,1,62019074,2022-12-09,0,22,0,22,819,14,0,833,160,72,28,68,0,12,11,78,4,Alto,3,Baixo,4,Alto,3,Baixo,3,Baixo,1,Baixo,2,Baixo,4,Alto,19,4557811204
3782910,i hate u,sza,1,356709897,2021-12-03,0,96,0,96,4094,66,43,4203,107,54,51,39,0,16,11,41,2,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,1,Baixo,2,Baixo,4,Alto,19,4557811204
2357691,after like,ive,1,265548837,2022-08-22,12,129,0,141,767,20,11,798,125,68,10,92,0,12,9,80,3,Baixo,2,Baixo,4,Alto,4,Alto,2,Baixo,4,Alto,1,Baixo,4,Alto,4,942190597
8452012,butter,bts,1,1143647827,2021-05-21,6,135,0,141,4779,180,223,5182,110,79,0,36,0,11,6,70,2,Baixo,4,Alto,3,Baixo,1,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,8,4389891591
5477581,run bts,bts,1,330881149,2022-06-10,0,132,0,132,736,5,17,758,77,72,2,82,0,17,4,70,1,Baixo,3,Baixo,3,Baixo,4,Alto,1,Baixo,4,Alto,1,Baixo,4,Alto,8,4389891591
4070434,yet to come,bts,1,302006641,2022-06-10,0,110,0,110,829,32,26,887,172,56,4,89,0,19,33,68,4,Alto,1,Baixo,3,Baixo,4,Alto,1,Baixo,3,Baixo,4,Alto,4,Alto,8,4389891591
2079115,keep driving,harry styles,1,236060709,2022-05-20,1,1,0,2,2094,8,18,2120,165,72,32,48,0,23,18,90,4,Alto,3,Baixo,4,Alto,1,Baixo,3,Baixo,4,Alto,3,Baixo,4,Alto,17,11608645649
5086845,talk,yeat,1,148461629,2022-09-02,0,1,0,1,920,10,8,938,140,70,8,76,0,23,54,26,3,Baixo,3,Baixo,1,Baixo,3,Baixo,2,Baixo,1,Baixo,4,Alto,4,Alto,2,412240659
7885122,mount everest,labrinth,1,467727006,2019-06-21,0,1,0,1,5443,45,80,5568,89,46,23,43,8,22,8,43,1,Baixo,1,Baixo,2,Baixo,1,Baixo,3,Baixo,4,Alto,1,Baixo,4,Alto,7,2312730131
2392756,when i r i p ,labrinth,1,203680270,2019-10-04,0,67,0,67,2578,8,66,2652,80,39,73,55,0,21,9,45,1,Baixo,1,Baixo,2,Baixo,2,Baixo,4,Alto,1,Baixo,1,Baixo,4,Alto,7,2312730131
1647722,still don t know my name,labrinth,1,563902868,2019-10-04,0,116,0,116,6332,47,266,6645,88,31,47,63,27,12,21,31,1,Baixo,1,Baixo,1,Baixo,2,Baixo,4,Alto,4,Alto,3,Baixo,4,Alto,7,2312730131
4363557,talk that talk,twice,1,189476119,2022-08-26,0,77,1,78,615,14,15,644,120,77,14,91,0,12,33,78,2,Baixo,3,Baixo,4,Alto,4,Alto,2,Baixo,1,Baixo,4,Alto,4,Alto,2,535379733
6620188,bite me,enhypen,1,76767396,2023-05-22,69,96,0,165,349,8,5,362,105,80,28,78,0,14,11,69,2,Baixo,4,Alto,3,Baixo,4,Alto,3,Baixo,4,Alto,2,Baixo,4,Alto,3,365477661
5701355,starlight,dave,1,229473310,2022-03-03,3,40,1,44,1856,29,31,1916,124,95,35,37,0,28,10,36,3,Baixo,4,Alto,2,Baixo,1,Baixo,3,Baixo,2,Baixo,2,Baixo,4,Alto,1,229473310
1539892,295,sidhu moose wala,1,183273246,2021-05-15,4,106,0,110,246,4,0,250,90,68,21,76,0,20,11,54,1,Baixo,2,Baixo,3,Baixo,3,Baixo,3,Baixo,3,Baixo,2,Baixo,4,Alto,1,183273246
2106751,super gremlin,kodak black,1,342779426,2021-10-30,0,15,0,15,2551,52,35,2638,73,83,0,41,0,14,36,11,1,Baixo,4,Alto,1,Baixo,1,Baixo,1,Baixo,3,Baixo,4,Alto,4,Alto,1,342779426
8297242,slut me out,nle choppa,1,190490915,2022-04-22,4,4,0,8,816,21,13,850,121,94,12,61,0,42,53,71,3,Baixo,4,Alto,4,Alto,2,Baixo,2,Baixo,3,Baixo,4,Alto,4,Alto,1,190490915
5686736,givenchy,duki,1,185236961,2022-07-20,4,18,0,22,625,13,12,650,103,61,14,62,0,40,23,38,2,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,2,Baixo,3,Baixo,4,Alto,2,342373931
5355322,demasiadas mujeres,c tangana,1,339473453,2020-10-08,0,2,0,2,2226,36,11,2273,126,67,13,46,0,39,10,37,3,Baixo,2,Baixo,2,Baixo,1,Baixo,2,Baixo,3,Baixo,1,Baixo,4,Alto,1,339473453
5283123,prohibidox,feid,1,185392587,2022-09-13,12,36,1,49,1473,25,25,1523,180,65,5,80,0,25,6,52,4,Alto,2,Baixo,3,Baixo,4,Alto,1,Baixo,4,Alto,1,Baixo,4,Alto,8,2220740399
6286315,normal,feid,1,459276435,2022-07-08,36,66,5,107,2461,47,45,2553,170,71,4,56,0,12,27,59,4,Alto,3,Baixo,3,Baixo,2,Baixo,1,Baixo,3,Baixo,4,Alto,4,Alto,8,2220740399
7989475,remix exclusivo,feid,1,117206995,2023-03-17,9,8,0,17,1235,20,15,1270,87,65,4,56,0,20,15,71,1,Baixo,2,Baixo,4,Alto,2,Baixo,1,Baixo,3,Baixo,3,Baixo,4,Alto,8,2220740399
7403072,happier,olivia rodrigo,1,850608354,2021-05-21,4,46,0,50,3069,25,105,3199,169,39,81,45,0,13,8,36,4,Alto,1,Baixo,2,Baixo,1,Baixo,4,Alto,3,Baixo,1,Baixo,4,Alto,7,7442148916
8835305,jealousy jealousy,olivia rodrigo,1,665765558,2021-05-21,0,0,0,0,3257,10,70,3337,164,70,24,58,0,13,7,71,4,Alto,3,Baixo,4,Alto,2,Baixo,3,Baixo,3,Baixo,1,Baixo,4,Alto,7,7442148916
6554843,good 4 u,olivia rodrigo,1,1887039593,2021-05-14,6,55,1,62,15563,259,461,16283,166,56,28,66,0,18,11,68,4,Alto,1,Baixo,3,Baixo,3,Baixo,3,Baixo,3,Baixo,2,Baixo,4,Alto,7,7442148916
2166249,o o,nmixx,1,135444283,2022-02-22,0,66,0,66,290,9,10,309,200,39,4,77,0,29,6,28,4,Alto,1,Baixo,1,Baixo,3,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,1,135444283
3933523,flowers,lauren spencer smith,1,184826429,2021-08-09,0,9,1,10,801,42,24,867,138,70,84,44,0,39,9,31,3,Baixo,3,Baixo,1,Baixo,1,Baixo,4,Alto,3,Baixo,1,Baixo,4,Alto,1,184826429
8654169,fearless,le sserafim,1,229497852,2022-05-02,0,75,0,75,629,18,9,656,104,86,5,62,0,14,13,43,2,Baixo,4,Alto,2,Baixo,2,Baixo,1,Baixo,3,Baixo,3,Baixo,4,Alto,2,530549573
7298366,positions,ariana grande,1,1252563873,2020-10-23,0,55,0,55,8207,175,95,8477,144,73,44,80,0,12,9,66,4,Alto,3,Baixo,3,Baixo,4,Alto,4,Alto,4,Alto,1,Baixo,4,Alto,2,2086692936
1236328,santa tell me,ariana grande,1,834129063,2013-12-13,0,106,0,106,9408,231,439,10078,133,46,5,63,0,18,30,53,3,Baixo,1,Baixo,3,Baixo,2,Baixo,1,Baixo,1,Baixo,4,Alto,4,Alto,2,2086692936
3635714,savior interlude,kendrick lamar,1,37091576,2022-05-13,0,0,0,0,1194,0,3,1197,118,66,84,43,0,19,19,83,2,Baixo,2,Baixo,4,Alto,1,Baixo,4,Alto,3,Baixo,3,Baixo,4,Alto,12,3033135947
3186172,worldwide steppers,kendrick lamar,1,61739839,2022-05-13,0,0,0,0,1480,1,5,1486,72,56,76,47,0,36,8,56,1,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,4,Alto,1,Baixo,4,Alto,12,3033135947
3184472,united in grief,kendrick lamar,1,156898322,2022-05-13,0,5,0,5,2575,4,12,2591,87,52,24,83,0,43,17,32,1,Baixo,1,Baixo,1,Baixo,4,Alto,3,Baixo,1,Baixo,3,Baixo,4,Alto,12,3033135947
1713130,auntie diaries,kendrick lamar,1,37778188,2022-05-13,0,0,0,0,1545,1,4,1550,78,43,76,38,1,38,48,60,1,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,4,Alto,4,Alto,4,Alto,12,3033135947
1109166,n95,kendrick lamar,1,301242089,2022-05-13,0,16,0,16,5542,52,65,5659,140,81,38,66,0,14,12,39,3,Baixo,4,Alto,2,Baixo,3,Baixo,3,Baixo,3,Baixo,2,Baixo,4,Alto,12,3033135947
6509365,the heart part 5,kendrick lamar,1,71423324,2022-05-08,0,0,0,0,2939,29,30,2998,98,76,18,81,0,34,6,79,1,Baixo,3,Baixo,4,Alto,4,Alto,3,Baixo,1,Baixo,1,Baixo,4,Alto,12,3033135947
1493023,rich spirit,kendrick lamar,1,173702135,2022-05-13,0,10,0,10,3486,20,33,3539,96,85,39,43,0,21,12,41,1,Baixo,4,Alto,2,Baixo,1,Baixo,3,Baixo,2,Baixo,2,Baixo,4,Alto,12,3033135947
5223297,humble ,kendrick lamar,1,1929770265,2017-03-30,1,114,0,115,33206,284,1481,34971,150,91,0,60,0,12,9,42,4,Alto,4,Alto,2,Baixo,2,Baixo,1,Baixo,4,Alto,1,Baixo,4,Alto,12,3033135947
2320654,money,lisa,1,863625566,2021-09-10,13,109,0,122,2566,44,131,2741,140,83,16,55,0,23,14,40,3,Baixo,4,Alto,2,Baixo,2,Baixo,2,Baixo,1,Baixo,3,Baixo,4,Alto,1,863625566
2061546,revenge,xxxtentacion,1,1022258230,2017-08-25,11,0,0,11,3600,7,203,3810,140,75,78,25,0,26,11,18,3,Baixo,3,Baixo,1,Baixo,1,Baixo,4,Alto,2,Baixo,2,Baixo,4,Alto,2,2223066724
2636311,thats what i want,lil nas x,1,920797189,2021-09-17,0,7,0,7,7963,173,298,8434,88,74,1,85,0,22,5,55,1,Baixo,3,Baixo,3,Baixo,4,Alto,1,Baixo,3,Baixo,1,Baixo,4,Alto,3,2988745319
7748090,montero call me by your name ,lil nas x,1,1735441776,2020-09-18,0,19,0,19,12329,275,738,13342,179,61,30,51,0,15,38,76,4,Alto,2,Baixo,4,Alto,1,Baixo,3,Baixo,1,Baixo,4,Alto,4,Alto,3,2988745319
8949659,lucid dreams,juice wrld,1,2288695111,2017-06-15,0,34,0,34,14749,188,710,15647,84,44,38,48,0,24,33,22,1,Baixo,1,Baixo,1,Baixo,1,Baixo,3,Baixo,2,Baixo,4,Alto,4,Alto,2,2474103659
6136667,acr s,shakira,1,123124076,2023-05-11,29,50,11,90,955,37,79,1071,144,75,84,48,0,12,10,35,4,Alto,3,Baixo,2,Baixo,1,Baixo,4,Alto,4,Alto,2,Baixo,4,Alto,1,123124076
7120733,light switch,charlie puth,1,500340342,2022-01-19,0,6,1,7,4049,119,85,4253,184,69,11,63,0,31,9,91,4,Alto,2,Baixo,4,Alto,2,Baixo,2,Baixo,3,Baixo,1,Baixo,4,Alto,2,646703472
4918126,in da club,50 cent,1,1202722675,2002-01-01,7,106,1,114,30427,235,5221,35883,90,90,26,71,0,37,7,79,1,Baixo,4,Alto,4,Alto,3,Baixo,3,Baixo,2,Baixo,1,Baixo,4,Alto,1,1202722675
7502400,c mo dormi,rels b,1,331511413,2022-08-04,35,15,0,50,1452,16,20,1488,126,63,24,43,0,23,12,56,3,Baixo,2,Baixo,3,Baixo,1,Baixo,3,Baixo,1,Baixo,2,Baixo,4,Alto,1,331511413
8704695,llylm,rosal ,1,124988687,2023-01-27,0,41,1,42,1838,105,114,2057,170,56,13,63,0,27,19,56,4,Alto,1,Baixo,3,Baixo,2,Baixo,2,Baixo,2,Baixo,3,Baixo,4,Alto,2,907358070
3115886,lost,frank ocean,1,822239726,2012-01-01,11,27,0,38,29499,124,587,30210,123,91,3,61,0,22,17,49,3,Baixo,4,Alto,2,Baixo,2,Baixo,1,Baixo,2,Baixo,3,Baixo,4,Alto,2,1628636796
6640464,limbo,freddie dredd,1,199386237,2022-08-11,0,1,0,1,688,14,17,719,75,80,3,62,6,46,11,46,1,Baixo,4,Alto,2,Baixo,2,Baixo,1,Baixo,4,Alto,2,Baixo,4,Alto,1,199386237
7298940,hrs and hrs,muni long,1,181328253,2021-11-19,0,36,13,49,1800,43,46,1889,140,51,60,53,0,18,11,66,3,Baixo,1,Baixo,3,Baixo,2,Baixo,4,Alto,1,Baixo,2,Baixo,4,Alto,1,181328253
5615912,la bebe,yng lvcas,1,191945597,2021-12-24,17,11,1,29,489,4,5,498,170,78,62,46,0,35,12,75,4,Alto,4,Alto,4,Alto,1,Baixo,4,Alto,2,Baixo,3,Baixo,4,Alto,1,191945597
6191375,die first,nessa barrett,1,131746175,2022-06-24,0,0,0,0,767,25,22,814,183,44,7,67,0,13,12,44,4,Alto,1,Baixo,2,Baixo,3,Baixo,2,Baixo,3,Baixo,3,Baixo,4,Alto,1,131746175
5897675,ain t shit,doja cat,1,499710590,2021-06-25,0,6,0,6,3436,32,46,3514,124,86,51,49,0,21,35,62,3,Baixo,4,Alto,3,Baixo,1,Baixo,4,Alto,1,Baixo,4,Alto,4,Alto,6,4702294655
5085460,get into it yuh ,doja cat,1,516784627,2021-06-25,0,19,12,31,4999,43,73,5115,92,91,32,66,0,16,9,79,1,Baixo,4,Alto,4,Alto,3,Baixo,3,Baixo,4,Alto,1,Baixo,4,Alto,6,4702294655
7321459,vegas from the original motion picture soundtrack elvis ,doja cat,1,448500832,2022-05-06,0,13,0,13,4576,79,93,4748,160,80,8,60,0,26,14,74,4,Alto,4,Alto,4,Alto,2,Baixo,2,Baixo,3,Baixo,3,Baixo,4,Alto,6,4702294655
2835063,2055,sleepy hallow,1,624515457,2021-04-14,0,0,0,0,2226,29,44,2299,161,78,46,52,0,31,12,65,4,Alto,3,Baixo,3,Baixo,1,Baixo,4,Alto,1,Baixo,3,Baixo,4,Alto,1,624515457
2542321,praise god,kanye west,1,376333030,2021-08-29,0,6,0,6,4651,24,105,4780,118,80,1,55,0,17,26,21,2,Baixo,4,Alto,1,Baixo,2,Baixo,1,Baixo,1,Baixo,4,Alto,4,Alto,3,1967540868
8455676,heartless,kanye west,1,887906111,2008-01-01,34,39,0,73,17504,63,1315,18882,88,79,5,65,0,14,25,66,1,Baixo,4,Alto,3,Baixo,2,Baixo,1,Baixo,1,Baixo,4,Alto,4,Alto,3,1967540868
1442233,haegeum,agust d,1,118810253,2023-04-21,12,84,2,98,244,6,10,260,85,70,31,84,0,30,47,83,1,Baixo,3,Baixo,4,Alto,4,Alto,3,Baixo,1,Baixo,4,Alto,4,Alto,1,118810253
7624098,s91,karol g,1,16011326,2023-07-14,41,115,6,162,525,34,39,598,128,86,59,72,0,19,9,42,3,Baixo,4,Alto,2,Baixo,3,Baixo,4,Alto,3,Baixo,1,Baixo,4,Alto,4,1260876433
1397395,mientras me curo del cora,karol g,1,206399629,2023-02-24,35,26,6,67,1020,15,30,1065,80,52,86,48,0,39,15,57,1,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,3,Baixo,3,Baixo,4,Alto,4,1260876433
3108815,backoutsideboyz,drake,1,93367537,2022-11-04,0,5,0,5,1045,8,2,1055,142,85,4,43,0,32,39,40,4,Alto,4,Alto,2,Baixo,1,Baixo,1,Baixo,2,Baixo,4,Alto,4,Alto,4,655542929
6670857,sticky,drake,1,191448892,2022-06-17,0,105,0,105,2814,38,25,2877,137,88,9,49,0,14,9,8,3,Baixo,4,Alto,1,Baixo,1,Baixo,2,Baixo,2,Baixo,1,Baixo,4,Alto,4,655542929
2188178,love yourself,justin bieber,1,2123309722,2015-11-09,5,87,0,92,22730,289,2430,25449,100,61,84,38,0,44,28,53,2,Baixo,2,Baixo,3,Baixo,1,Baixo,4,Alto,1,Baixo,4,Alto,4,Alto,3,3919813522
3476652,california breeze,lil baby,1,85559365,2022-10-14,0,38,0,38,991,36,13,1040,162,74,0,67,0,46,11,22,4,Alto,3,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,2,Baixo,4,Alto,2,187339412
7434389,right on,lil baby,1,101780047,2022-04-08,0,9,0,9,1116,31,15,1162,166,70,2,61,0,34,10,22,4,Alto,3,Baixo,1,Baixo,2,Baixo,1,Baixo,4,Alto,2,Baixo,4,Alto,2,187339412
3386819,sobrio,maluma,1,513643924,2021-07-08,10,76,1,87,3506,103,100,3709,178,76,14,77,0,22,15,63,4,Alto,3,Baixo,3,Baixo,4,Alto,2,Baixo,3,Baixo,3,Baixo,4,Alto,1,513643924
2394886,mockingbird,eminem,1,1241559043,2004-01-01,61,98,5,164,12985,49,2394,15428,84,62,21,67,0,28,13,24,1,Baixo,2,Baixo,1,Baixo,3,Baixo,3,Baixo,1,Baixo,3,Baixo,4,Alto,4,6183805596
6766942,lose yourself soundtrack version,eminem,1,1829992958,2002-01-01,21,54,1,76,32502,247,5567,38316,171,70,1,73,0,26,36,6,4,Alto,3,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,4,Alto,4,Alto,4,6183805596
7691321,nxde, g i dle,1,170709584,2022-10-17,6,116,0,122,430,14,9,453,136,73,4,91,0,18,48,65,3,Baixo,3,Baixo,3,Baixo,4,Alto,1,Baixo,4,Alto,4,Alto,4,Alto,2,266983330
7724259,fuera del mercado,danny ocean,1,421365166,2022-02-17,21,24,1,46,2499,68,43,2610,92,45,32,67,0,14,13,27,1,Baixo,1,Baixo,1,Baixo,3,Baixo,3,Baixo,4,Alto,3,Baixo,4,Alto,1,421365166
2865125,doja,central cee,1,482257456,2022-07-20,44,44,1,89,4169,57,183,4409,140,91,38,57,0,29,40,97,3,Baixo,4,Alto,4,Alto,2,Baixo,3,Baixo,1,Baixo,4,Alto,4,Alto,2,780321205
5073649,let go,central cee,1,298063749,2022-12-15,20,23,0,43,2301,49,110,2460,146,74,86,45,0,38,21,51,4,Alto,3,Baixo,2,Baixo,1,Baixo,4,Alto,1,Baixo,3,Baixo,4,Alto,2,780321205
4940529,agosto,bad bunny,1,246127838,2022-05-06,0,20,0,20,897,6,8,911,115,85,9,58,0,12,49,72,2,Baixo,4,Alto,4,Alto,2,Baixo,2,Baixo,2,Baixo,4,Alto,4,Alto,19,9997799607
6339593,el apag ,bad bunny,1,212351890,2022-05-06,0,7,0,7,1209,9,14,1232,118,63,5,70,0,31,9,60,2,Baixo,2,Baixo,3,Baixo,3,Baixo,1,Baixo,3,Baixo,1,Baixo,4,Alto,19,9997799607
6322459,titi me pregunt ,bad bunny,1,1264310836,2022-05-06,42,133,14,189,9037,124,139,9300,107,65,10,72,0,25,13,19,2,Baixo,2,Baixo,1,Baixo,3,Baixo,2,Baixo,2,Baixo,3,Baixo,4,Alto,19,9997799607
3365981,yonaguni,bad bunny,1,1260594497,2021-06-04,28,86,4,118,9644,120,164,9928,180,64,28,65,0,12,14,44,4,Alto,2,Baixo,2,Baixo,2,Baixo,3,Baixo,4,Alto,3,Baixo,4,Alto,19,9997799607
8956923,despu s de la p,bad bunny,1,461558540,2022-05-06,0,44,0,44,2229,27,24,2280,78,56,36,90,0,31,18,61,1,Baixo,1,Baixo,3,Baixo,4,Alto,3,Baixo,4,Alto,3,Baixo,4,Alto,19,9997799607
3557036,the business,ti ,1,1062345656,2020-01-01,0,32,0,32,14311,255,582,15148,120,80,41,62,2,23,11,24,2,Baixo,4,Alto,1,Baixo,2,Baixo,3,Baixo,4,Alto,2,Baixo,4,Alto,1,1062345656
5311211,i am woman,emmy meli,1,225259194,2021-11-18,0,0,0,0,2795,45,107,2947,170,65,12,47,0,16,13,46,4,Alto,2,Baixo,2,Baixo,1,Baixo,2,Baixo,3,Baixo,3,Baixo,4,Alto,1,225259194
7270435,vigilante shit,taylor swift,1,253650850,2022-10-21,0,9,0,9,1948,12,16,1976,80,80,17,28,0,39,12,16,1,Baixo,4,Alto,1,Baixo,1,Baixo,2,Baixo,1,Baixo,2,Baixo,4,Alto,34,14053658300
2031309,shake it off,taylor swift,1,1113838873,2014-01-01,13,70,9,92,21335,328,1378,23041,160,65,5,80,0,16,41,95,4,Alto,2,Baixo,4,Alto,4,Alto,1,Baixo,3,Baixo,4,Alto,4,Alto,34,14053658300
